1, extreme_hills, still_life:alpine_heathlands, MONSTER, minecraft:spider, 80, 4, 4
1722, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1723, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1724, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1733, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1734, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1735, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1736, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1737, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1738, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1739, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1740, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1741, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1742, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1743, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1744, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1745, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1746, ocean, minecraft:deep_frozen_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
1747, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1748, ocean, minecraft:deep_frozen_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
1749, ocean, minecraft:deep_frozen_ocean, CREATURE, epichunt:goat, 10, 1, 3
1750, ocean, minecraft:deep_frozen_ocean, CREATURE, epichunt:great_auk, 12, 2, 4
1751, ocean, minecraft:deep_frozen_ocean, CREATURE, epichunt:razorbill, 12, 2, 4
1753, ocean, minecraft:deep_frozen_ocean, CREATURE, epichunt:owl, 12, 1, 2
1754, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat,80, 8, 8
1755, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1756, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1757, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, epichunt:narwhal, 12, 2, 5
1758, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
1759, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
1760, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1761, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1762, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1763, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1764, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1765, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1766, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1767, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1768, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1769, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1770, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1771, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1772, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1773, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1774, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1775, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1776, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1777, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1778, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1779, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1780, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1781, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1782, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1783, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1784, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1785, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1786, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1787, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1788, ocean, minecraft:deep_lukewarm_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
1789, ocean, minecraft:deep_lukewarm_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
1790, ocean, minecraft:deep_lukewarm_ocean, CREATURE, epichunt:goat, 10, 1, 3
1792, ocean, minecraft:deep_lukewarm_ocean, CREATURE, epichunt:owl, 12, 1, 2
1793, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat,80, 8, 8
1794, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1795, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1796, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1797, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
1798, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
1799, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1800, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1801, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1802, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1803, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1804, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1805, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1806, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1807, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1808, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1809, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1810, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1811, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, epichunt:swordfish, 20, 1, 2
1812, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1813, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1814, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1815, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1816, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1817, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1818, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1819, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1820, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1821, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1822, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1823, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1824, ocean, minecraft:deep_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
1825, ocean, minecraft:deep_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
1826, ocean, minecraft:deep_ocean, CREATURE, epichunt:goat, 10, 1, 3
1827, ocean, minecraft:deep_ocean, CREATURE, epichunt:great_auk, 12, 2, 4
1828, ocean, minecraft:deep_ocean, CREATURE, epichunt:razorbill, 12, 2, 4
1830, ocean, minecraft:deep_ocean, CREATURE, epichunt:owl, 12, 1, 2
1831, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat,80, 8, 8
1832, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1833, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1834, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1835, ocean, minecraft:deep_ocean, WATER_CREATURE, epichunt:narwhal, 12, 2, 5
1836, ocean, minecraft:deep_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
1837, ocean, minecraft:deep_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
1838, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1839, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1840, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1841, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
1842, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
1843, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
1844, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
1845, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
1846, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
1847, ocean, minecraft:deep_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
1848, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1849, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1850, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1851, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
1852, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
1853, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
1854, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
1855, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
1856, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
1857, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
1858, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
1859, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
1860, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
1861, desert, minecraft:desert, CREATURE, exoticbirds:crane, 10, 2, 5
1862, desert, minecraft:desert, CREATURE, exoticbirds:ostrich, 10, 2, 5
1863, desert, minecraft:desert, CREATURE, exoticbirds:pigeon, 12, 2, 5
1864, desert, minecraft:desert, CREATURE, exoticbirds:roadrunner, 10, 2, 5
1865, desert, minecraft:desert, CREATURE, epichunt:goat, 10, 1, 3
1867, desert, minecraft:desert, CREATURE, epichunt:owl, 12, 1, 2
1868, desert, minecraft:desert, AMBIENT, minecraft:bat,80, 8, 8
1869, desert, minecraft:desert, AMBIENT, epichunt:kestrel, 10, 1, 1
1870, desert, minecraft:desert, AMBIENT, epichunt:eagle, 10, 1, 1
1871, desert, minecraft:desert, AMBIENT, epichunt:hawk, 10, 1, 1
1872, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1873, desert, minecraft:desert, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
1874, desert, minecraft:desert, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
1875, desert, minecraft:desert, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
1884, desert, minecraft:desert, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
1885, river, still_life:desert_river, MONSTER, minecraft:spider, 80, 4, 4
1886, river, still_life:desert_river, MONSTER, minecraft:zombie, 80, 4, 4
1887, river, still_life:desert_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1888, river, still_life:desert_river, MONSTER, minecraft:skeleton, 80, 4, 4
1889, river, still_life:desert_river, MONSTER, minecraft:creeper, 80, 4, 4
1890, river, still_life:desert_river, MONSTER, minecraft:slime, 80, 4, 4
1891, river, still_life:desert_river, MONSTER, minecraft:enderman, 5, 1, 4
1892, river, still_life:desert_river, MONSTER, minecraft:witch, 5, 1, 1
1893, river, still_life:desert_river, CREATURE, exoticbirds:duck, 10, 2, 5
1894, river, still_life:desert_river, CREATURE, exoticbirds:flamingo, 10, 2, 5
1895, river, still_life:desert_river, CREATURE, exoticbirds:gull, 12, 2, 5
1896, river, still_life:desert_river, CREATURE, exoticbirds:heron, 10, 2, 5
1897, river, still_life:desert_river, CREATURE, exoticbirds:hummingbird, 20, 2, 5
1898, river, still_life:desert_river, CREATURE, exoticbirds:kingfisher, 10, 2, 5
1899, river, still_life:desert_river, CREATURE, exoticbirds:pelican, 10, 2, 5
1900, river, still_life:desert_river, CREATURE, exoticbirds:pigeon, 12, 2, 5
1901, river, still_life:desert_river, CREATURE, exoticbirds:swan, 10, 2, 5
1902, river, still_life:desert_river, CREATURE, epichunt:goat, 10, 1, 3
1903, river, still_life:desert_river, CREATURE, epichunt:beaver, 10, 1, 3
1904, river, still_life:desert_river, CREATURE, epichunt:duck,0, 1, 3
1905, river, still_life:desert_river, CREATURE, epichunt:drake,0, 1, 3
1906, river, still_life:desert_river, CREATURE, epichunt:goose, 10, 2, 4
1908, river, still_life:desert_river, CREATURE, epichunt:white_stork, 12, 2, 2
1909, river, still_life:desert_river, CREATURE, epichunt:common_crane, 12, 2, 2
1910, river, still_life:desert_river, CREATURE, epichunt:loon, 12, 2, 4
1911, river, still_life:desert_river, CREATURE, epichunt:owl, 12, 1, 2
1912, river, still_life:desert_river, AMBIENT, minecraft:bat,80, 8, 8
1913, river, still_life:desert_river, AMBIENT, epichunt:kestrel, 10, 1, 1
1914, river, still_life:desert_river, AMBIENT, epichunt:eagle, 10, 1, 1
1915, river, still_life:desert_river, AMBIENT, epichunt:hawk, 10, 1, 1
1916, river, still_life:desert_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1917, river, still_life:desert_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1918, river, still_life:desert_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1919, river, still_life:desert_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1920, river, still_life:desert_river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1921, river, still_life:desert_river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1922, river, still_life:desert_river, WATER_AMBIENT, epichunt:carp,10, 3, 5
1923, river, still_life:desert_river, WATER_AMBIENT, epichunt:eel,10, 1, 3
1924, river, still_life:desert_river, WATER_AMBIENT, epichunt:perches,10, 3, 5
1925, river, still_life:desert_river, WATER_AMBIENT, epichunt:pikefish,10, 3, 5
1926, river, still_life:desert_river, WATER_AMBIENT, epichunt:roach,10, 3, 5
1927, river, still_life:desert_river, WATER_AMBIENT, epichunt:zander,10, 3, 5
1928, river, still_life:desert_river, WATER_AMBIENT, epichunt:trout,10, 3, 5
1929, river, still_life:desert_river, WATER_AMBIENT, epichunt:catfish,10, 1, 1
1930, river, still_life:desert_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1931, river, still_life:desert_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1932, river, still_life:desert_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1933, river, still_life:desert_river, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 2, 4
1934, river, still_life:desert_river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1935, swamp, still_life:desert_wetlands, MONSTER, minecraft:spider, 80, 4, 4
1936, swamp, still_life:desert_wetlands, MONSTER, minecraft:zombie, 80, 4, 4
1937, swamp, still_life:desert_wetlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1938, swamp, still_life:desert_wetlands, MONSTER, minecraft:skeleton, 80, 4, 4
1939, swamp, still_life:desert_wetlands, MONSTER, minecraft:creeper, 80, 4, 4
1940, swamp, still_life:desert_wetlands, MONSTER, minecraft:slime, 80, 4, 4
1941, swamp, still_life:desert_wetlands, MONSTER, minecraft:enderman, 5, 1, 4
1942, swamp, still_life:desert_wetlands, MONSTER, minecraft:witch, 5, 1, 1
1943, swamp, still_life:desert_wetlands, CREATURE, minecraft:sheep, 0, 4, 4
1944, swamp, still_life:desert_wetlands, CREATURE, minecraft:pig, 10, 4, 4
1945, swamp, still_life:desert_wetlands, CREATURE, minecraft:chicken, 10, 4, 4
1946, swamp, still_life:desert_wetlands, CREATURE, minecraft:cow, 10, 4, 4
1947, swamp, still_life:desert_wetlands, CREATURE, minecraft:rabbit, 10, 1, 2
1948, swamp, still_life:desert_wetlands, CREATURE, minecraft:horse, 10, 2, 6
1949, swamp, still_life:desert_wetlands, CREATURE, minecraft:donkey, 0, 1, 1
1950, swamp, still_life:desert_wetlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
1951, swamp, still_life:desert_wetlands, CREATURE, epichunt:goat, 10, 1, 3
1952, swamp, still_life:desert_wetlands, CREATURE, epichunt:beaver, 10, 1, 3
1953, swamp, still_life:desert_wetlands, CREATURE, epichunt:duck,0, 1, 3
1954, swamp, still_life:desert_wetlands, CREATURE, epichunt:drake,0, 1, 3
1955, swamp, still_life:desert_wetlands, CREATURE, epichunt:goose, 10, 2, 4
1957, swamp, still_life:desert_wetlands, CREATURE, epichunt:white_stork, 12, 2, 2
1958, swamp, still_life:desert_wetlands, CREATURE, epichunt:common_crane, 12, 2, 2
1959, swamp, still_life:desert_wetlands, CREATURE, epichunt:loon, 12, 2, 4
1960, swamp, still_life:desert_wetlands, CREATURE, epichunt:owl, 12, 1, 2
1961, swamp, still_life:desert_wetlands, AMBIENT, minecraft:bat,80, 8, 8
1962, swamp, still_life:desert_wetlands, AMBIENT, epichunt:kestrel, 10, 1, 1
1963, swamp, still_life:desert_wetlands, AMBIENT, epichunt:eagle, 10, 1, 1
1964, swamp, still_life:desert_wetlands, AMBIENT, epichunt:hawk, 10, 1, 1
1965, swamp, still_life:desert_wetlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1966, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1967, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1968, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1969, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1970, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1979, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1980, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1981, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1982, swamp, still_life:desert_wetlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1983, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1984, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1985, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1986, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1987, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1988, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1989, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1990, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1991, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1992, none, minecraft:dripstone_caves, CREATURE, exoticbirds:pigeon, 12, 2, 5
1993, none, minecraft:dripstone_caves, CREATURE, epichunt:goat, 10, 1, 3
1995, none, minecraft:dripstone_caves, CREATURE, epichunt:owl, 12, 1, 2
1996, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat,80, 8, 8
1997, none, minecraft:dripstone_caves, AMBIENT, epichunt:kestrel, 10, 1, 1
1998, none, minecraft:dripstone_caves, AMBIENT, epichunt:eagle, 10, 1, 1
1999, none, minecraft:dripstone_caves, AMBIENT, epichunt:hawk, 10, 1, 1
2000, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2001, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2002, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2003, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2004, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2005, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2014, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2015, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2016, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2017, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2018, none, still_life:dry_cold_steppe, MONSTER, minecraft:spider, 80, 4, 4
2019, none, still_life:dry_cold_steppe, MONSTER, minecraft:zombie, 80, 4, 4
2020, none, still_life:dry_cold_steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
2021, none, still_life:dry_cold_steppe, MONSTER, minecraft:skeleton, 80, 4, 4
2022, none, still_life:dry_cold_steppe, MONSTER, minecraft:creeper, 80, 4, 4
2023, none, still_life:dry_cold_steppe, MONSTER, minecraft:slime, 80, 4, 4
2024, none, still_life:dry_cold_steppe, MONSTER, minecraft:enderman, 5, 1, 4
